key,value
.auth_factors[].device.agent_list[].type,string
.auth_factors[].device.agent_list[].type_id,integer
.auth_factors[].device.agent_list[].uid,string
.auth_factors[].device.agent_list[].uid_alt,string
.auth_factors[].device.agent_list[].vendor_name,string
.auth_factors[].device.agent_list[].version,string
.auth_factors[].device.autoscale_uid,string
.auth_factors[].device.boot_time,integer
.auth_factors[].device.boot_time_dt,string
.auth_factors[].device.container.hash.algorithm,string
.auth_factors[].device.container.hash.algorithm_id,integer
.auth_factors[].device.container.hash.value,string
.auth_factors[].device.container.image.labels[],string
.auth_factors[].device.container.image.name,string
.auth_factors[].device.container.image.path,string
.auth_factors[].device.container.image.tag,string
.auth_factors[].device.container.image.uid,string
.auth_factors[].device.container.name,string
.auth_factors[].device.container.network_driver,string
.auth_factors[].device.container.orchestrator,string
.auth_factors[].device.container.pod_uuid,string
.auth_factors[].device.container.runtime,string
.auth_factors[].device.container.size,integer
.auth_factors[].device.container.tag,string
.auth_factors[].device.container.uid,string
.auth_factors[].device.created_time,integer
.auth_factors[].device.created_time_dt,string
.auth_factors[].device.desc,string
.auth_factors[].device.domain,string
.auth_factors[].device.first_seen_time,integer
.auth_factors[].device.first_seen_time_dt,string
.auth_factors[].device.groups[].desc,string
.auth_factors[].device.groups[].domain,string
.auth_factors[].device.groups[].name,string
.auth_factors[].device.groups[].privileges[],string
.auth_factors[].device.groups[].type,string
.auth_factors[].device.groups[].uid,string
.auth_factors[].device.hostname,string
.auth_factors[].device.hw_info.bios_date,string
.auth_factors[].device.hw_info.bios_manufacturer,string
.auth_factors[].device.hw_info.bios_ver,string
.auth_factors[].device.hw_info.chassis,string
.auth_factors[].device.hw_info.cpu_bits,integer
.auth_factors[].device.hw_info.cpu_cores,integer
.auth_factors[].device.hw_info.cpu_count,integer
.auth_factors[].device.hw_info.cpu_speed,integer
.auth_factors[].device.hw_info.cpu_type,string
.auth_factors[].device.hw_info.desktop_display.color_depth,integer
.auth_factors[].device.hw_info.desktop_display.physical_height,integer
.auth_factors[].device.hw_info.desktop_display.physical_orientation,integer
.auth_factors[].device.hw_info.desktop_display.physical_width,integer
.auth_factors[].device.hw_info.desktop_display.scale_factor,integer
.auth_factors[].device.hw_info.keyboard_info.function_keys,integer
.auth_factors[].device.hw_info.keyboard_info.ime,string
.auth_factors[].device.hw_info.keyboard_info.keyboard_layout,string
.auth_factors[].device.hw_info.keyboard_info.keyboard_subtype,integer
.auth_factors[].device.hw_info.keyboard_info.keyboard_type,string
.auth_factors[].device.hw_info.ram_size,integer
.auth_factors[].device.hw_info.serial_number,string
.auth_factors[].device.hypervisor,string
.auth_factors[].device.image.labels[],string
.auth_factors[].device.image.name,string
.auth_factors[].device.image.path,string
.auth_factors[].device.image.tag,string
.auth_factors[].device.image.uid,string
.auth_factors[].device.imei,string
.auth_factors[].device.instance_uid,string
.auth_factors[].device.interface_name,string
.auth_factors[].device.interface_uid,string
.auth_factors[].device.ip,string
.auth_factors[].device.is_compliant,boolean
.auth_factors[].device.is_managed,boolean
.auth_factors[].device.is_personal,boolean
.auth_factors[].device.is_trusted,boolean
.auth_factors[].device.last_seen_time,integer
.auth_factors[].device.last_seen_time_dt,string
.auth_factors[].device.location.city,string
.auth_factors[].device.location.continent,string
.auth_factors[].device.location.coordinates[],number
.auth_factors[].device.location.country,string
.auth_factors[].device.location.desc,string
.auth_factors[].device.location.geohash,string
.auth_factors[].device.location.is_on_premises,boolean
.auth_factors[].device.location.isp,string
.auth_factors[].device.location.lat,number
.auth_factors[].device.location.long,number
.auth_factors[].device.location.postal_code,string
.auth_factors[].device.location.provider,string
.auth_factors[].device.location.region,string
.auth_factors[].device.mac,string
.auth_factors[].device.modified_time,integer
.auth_factors[].device.modified_time_dt,string
.auth_factors[].device.name,string
.auth_factors[].device.namespace_pid,integer
.auth_factors[].device.network_interfaces[].hostname,string
.auth_factors[].device.network_interfaces[].ip,string
.auth_factors[].device.network_interfaces[].mac,string
.auth_factors[].device.network_interfaces[].name,string
.auth_factors[].device.network_interfaces[].namespace,string
.auth_factors[].device.network_interfaces[].subnet_prefix,integer
.auth_factors[].device.network_interfaces[].type,string
.auth_factors[].device.network_interfaces[].type_id,integer
.auth_factors[].device.network_interfaces[].uid,string
.auth_factors[].device.org.name,string
.auth_factors[].device.org.ou_name,string
.auth_factors[].device.org.ou_uid,string
.auth_factors[].device.org.uid,string
.auth_factors[].device.os.build,string
.auth_factors[].device.os.country,string
.auth_factors[].device.os.cpe_name,string
.auth_factors[].device.os.cpu_bits,integer
.auth_factors[].device.os.edition,string
.auth_factors[].device.os.lang,string
.auth_factors[].device.os.name,string
.auth_factors[].device.os.sp_name,string
.auth_factors[].device.os.sp_ver,integer
.auth_factors[].device.os.type,string
.auth_factors[].device.os.type_id,integer
.auth_factors[].device.os.version,string
.auth_factors[].device.owner.account.labels[],string
.auth_factors[].device.owner.account.name,string
.auth_factors[].device.owner.account.type,string
.auth_factors[].device.owner.account.type_id,integer
.auth_factors[].device.owner.account.uid,string
.auth_factors[].device.owner.credential_uid,string
.auth_factors[].device.owner.domain,string
.auth_factors[].device.owner.email_addr,string
.auth_factors[].device.owner.full_name,string
.auth_factors[].device.owner.groups[].desc,string
.auth_factors[].device.owner.groups[].domain,string
.auth_factors[].device.owner.groups[].name,string
.auth_factors[].device.owner.groups[].privileges[],string
.auth_factors[].device.owner.groups[].type,string
.auth_factors[].device.owner.groups[].uid,string
.auth_factors[].device.owner.ldap_person.cost_center,string
.auth_factors[].device.owner.ldap_person.created_time,integer
.auth_factors[].device.owner.ldap_person.created_time_dt,string
.auth_factors[].device.owner.ldap_person.deleted_time,integer
.auth_factors[].device.owner.ldap_person.deleted_time_dt,string
.auth_factors[].device.owner.ldap_person.email_addrs[],string
.auth_factors[].device.owner.ldap_person.employee_uid,string
.auth_factors[].device.owner.ldap_person.given_name,string
.auth_factors[].device.owner.ldap_person.hire_time,integer
.auth_factors[].device.owner.ldap_person.hire_time_dt,string
.auth_factors[].device.owner.ldap_person.job_title,string
.auth_factors[].device.owner.ldap_person.labels[],string
.auth_factors[].device.owner.ldap_person.last_login_time,integer
.auth_factors[].device.owner.ldap_person.last_login_time_dt,string
.auth_factors[].device.owner.ldap_person.ldap_cn,string
.auth_factors[].device.owner.ldap_person.ldap_dn,string
.auth_factors[].device.owner.ldap_person.leave_time,integer
.auth_factors[].device.owner.ldap_person.leave_time_dt,string
.auth_factors[].device.owner.ldap_person.location.city,string
.auth_factors[].device.owner.ldap_person.location.continent,string
.auth_factors[].device.owner.ldap_person.location.coordinates[],number
.auth_factors[].device.owner.ldap_person.location.country,string
.auth_factors[].device.owner.ldap_person.location.desc,string
.auth_factors[].device.owner.ldap_person.location.geohash,string
.auth_factors[].device.owner.ldap_person.location.is_on_premises,boolean
.auth_factors[].device.owner.ldap_person.location.isp,string
.auth_factors[].device.owner.ldap_person.location.lat,number
.auth_factors[].device.owner.ldap_person.location.long,number
.auth_factors[].device.owner.ldap_person.location.postal_code,string
.auth_factors[].device.owner.ldap_person.location.provider,string
.auth_factors[].device.owner.ldap_person.location.region,string
.auth_factors[].device.owner.ldap_person.manager,null
.auth_factors[].device.owner.ldap_person.modified_time,integer
.auth_factors[].device.owner.ldap_person.modified_time_dt,string
.auth_factors[].device.owner.ldap_person.office_location,string
.auth_factors[].device.owner.ldap_person.surname,string
.auth_factors[].device.owner.name,string
.auth_factors[].device.owner.org.name,string
.auth_factors[].device.owner.org.ou_name,string
.auth_factors[].device.owner.org.ou_uid,string
.auth_factors[].device.owner.org.uid,string
.auth_factors[].device.owner.risk_level,string
.auth_factors[].device.owner.risk_level_id,integer
.auth_factors[].device.owner.risk_score,integer
.auth_factors[].device.owner.type,string
.auth_factors[].device.owner.type_id,integer
.auth_factors[].device.owner.uid,string
.auth_factors[].device.owner.uid_alt,string
.auth_factors[].device.region,string
.auth_factors[].device.risk_level,string
.auth_factors[].device.risk_level_id,integer
.auth_factors[].device.risk_score,integer
.auth_factors[].device.subnet,string
.auth_factors[].device.subnet_uid,string
.auth_factors[].device.type,string
.auth_factors[].device.type_id,integer
.auth_factors[].device.uid,string
.auth_factors[].device.uid_alt,string
.auth_factors[].device.vlan_uid,string
.auth_factors[].device.vpc_uid,string
.auth_factors[].device.zone,string
.auth_factors[].email_addr,string
.auth_factors[].factor_type,string
.auth_factors[].factor_type_id,integer
.auth_factors[].is_hotp,boolean
.auth_factors[].is_totp,boolean
.auth_factors[].phone_number,string
.auth_factors[].provider,string
.auth_factors[].security_questions[],string
.auth_protocol,string
.auth_protocol_id,integer
.auth_type,string
.auth_type_id,integer
.authorizations[].decision,string
.authorizations[].policy.desc,string
.authorizations[].policy.group.desc,string
.authorizations[].policy.group.domain,string
